"","�..date","username","post_ID","message","message_ID","Sentiment","Uber","Grab","Comfort_Taxi","Uberpool","UberX","Grabshare","Promo_General","Redeem_probs","Never_Receive","Customer_Service","CS_No_Reply","Reply_Quality","Over_Charge","Surge","Payment_System","Dishonest","Angry","Waiting_Time","Cancellations","Driver_General","Rude_Driver","Pervert_Drivers","SMRT_Breakdown","Public_transport"
"24","2017-09-11T04:30:40+0000","Chua Wen De Jackson",1.02e+16,"Hi Uber, there is no point for your to advertise on your promotional code when it is forever exceeding limit. I receive email on a $5 off (GETFIVESG) which says $5 off 10 uberX and uberPOOL rides from Monday to Thursday. I have yet to used the promo code but it states exceeded limit. What a marketing gimmick!","839304559565383_840629936099512","negative",1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","2017-09-03T13:07:07+0000","Suresh Menon",1.02e+16,"May I know from what time to what time this promo applies and max how many rides total","837263863102786_837283946434111","neutral",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","2017-09-04T01:44:25+0000","MsAida Latif",1.02e+16,"That's great uber..BTW, this promo will last till?","837263863102786_837551226407383","negative",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","2017-09-08T18:20:59+0000","Jun Wee",1.02e+16,"We were alerted that our driver would arrive in 25 minutes and assumed it was incorrect as the GPS showed that the car was at the airport terminal we were at.  5 minutes later, we discovered that the driver was at Bedok south road and was completing a trip! By that time, it was too late to cancel our booking.   In the car, he received a call from a passenger who was also like us, waiting at the airport.   This dishonest driver who is obviously accepting calls at the airport just after he picks up passengers at the same location is unscrupulous and should be removed from Uber.","837263863102786_839533696209136","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"28","2017-09-03T12:39:33+0000","Maya Krishna",1.7e+15,"Hi Uber I cannot register this code please assist","837263863102786_837273476435158","negative",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","2017-09-06T14:02:29+0000","Angel Hsu",1.02e+16,"Hi Uber, how can I ask for refund as driver cancel my booking after I waiting for him 10+ minutes.","837263863102786_838630312966141","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"30","2017-09-05T02:28:59+0000","Pok Chien Vincent Tan",1.02e+16,"Try numerous times and ended up limit exceeded during final try. Please help","837263863102786_837974643031708","negative",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","2017-09-04T18:30:43+0000","Gen Jason",5.12e+14,"haha, give code can also exceed..","837263863102786_837840596378446","negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","2017-09-04T12:00:28+0000","Andy DanDanish",3.11e+14,"Hi Uber! I can't register the promo code...Please assist asap","837263863102786_837705729725266","negative",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","2017-09-04T01:04:22+0000","Ruchi Bidasaria Haralalka",1.02e+16,"Hi ...i cannot insert the promo code too.plz help","837263863102786_837537306408775","negative",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","2017-09-06T23:57:56+0000","Leox Tan",1.02e+16,"May i know the reason of me not receiving any promo code thru email, sms or even thru uber apps after i re-subscribed with my email.. i used to recd promo ads thru uber apps but not thru email, hence req to resubscribe.. but now it's worse.. not a single promo code/info appearing in uber apps.. can u explain??","837263863102786_838798386282667","negative",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","2017-09-03T20:11:49+0000","Violet Ailee Ng",1.02e+16,"Hi Uber, I travel short distances with my small pet dog all the time. What would be the best way for me to ask if the drivers mind taking my dog? Or is there a way to add a note together with my booking?","837263863102786_837452026417303","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"36","2017-09-07T09:20:45+0000","Liping Jennifer Wee",1.02e+16,"Cannot apply the code....","837263863102786_838928482936324","negative",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","2017-09-03T19:29:58+0000","Danial Yatim",1.02e+16,"Hi uber, can bring back $5 off from 12mn - 6am Mon-Sun again please. I said please 😭","837263863102786_837432489752590","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","2017-09-03T12:40:22+0000","Levin Ng",1.02e+16,"I did not see this promotion after i insert in promo code","837263863102786_837273733101799","negative",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","2017-09-04T07:00:03+0000","Shelly Kechika",1.67e+15,"Hi Uber, its say promotion not valid. Pls helpppp","837263863102786_837621149733724","negative",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","2017-09-07T17:35:20+0000","Mervyn Jui Meng Tan",1.14e+15,"So only rider specific promos for $4/5 this weekend?","837263863102786_839108286251677","negative",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","2017-09-05T01:58:42+0000","Pei Ying Chua",1.02e+16,"Fully redeemed at 9.30am???","837263863102786_837966103032562","negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","2017-09-04T00:20:41+0000","Eileen Tan",1.02e+16,"promo limit exceeded on first day 🙄","837263863102786_837519103077262","negative",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","2017-09-04T00:42:09+0000","Rhemiell Elogo",1.44e+15,"Hi uber can you check mine as well","837263863102786_837529909742848","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","2017-09-04T00:52:42+0000","Angel Chocobi",4.87e+14,"Promotion code limit exceeded?","837263863102786_837534469742392","negative",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","2017-09-04T00:08:19+0000","Kristeena Elspeth",1.02e+16,"Promo code limit exceeded 😐","837263863102786_837516366410869","negative",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","2017-09-04T01:14:46+0000","Honey Valein Grijaldo-San Pedro",1.25e+15,"Fully redeemed?","837263863102786_837540733075099","negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","2017-09-04T08:15:54+0000","Maggie Tay Bee Leng",1.02e+16,"Uber!!!! And all new customers. Please take note and be careful when using the discount code of uber.    I m so upset and disappointed for my first experience in taking uber ride.  This will be my first and last that I ever have with uber.  My Friend has given me a discount code for taking first timer ride in uber. For the discount is great, despite many ppl told me that the fare, the driver, the apps and even the customer service are bad, don ever consider about using uber. I ignore them as I want to give uber a chance and as an alternative to get a ride beside my usual ride from Grab.    I regretted!!! I wrote to uber and was Told that the code is not valid and I asked why there is no decline of the code during booking, no reply from them anymore.    I m writing this post to warn others not to take uber when you are new, the fare is double of grab, I checked grab n uber app this morning, grab only quoted the fare $15, whereas uber quoted $25.  Uber just needed to cheat all for all the one time charge and will forgo all customers for not returning to them.  Uber nvr thought of retaining customers for good, go for grab instead, the customer service will go all the way to help you and compensate for their mistakes and not to lose you, grab even give loyalty discount for using grab.  So all customers, just be careful if u r using uber!!!!","837263863102786_837634879732351","negative",1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"48","2017-09-10T05:56:23+0000","Jun Wee",1.02e+16,"I was scammed by two four-flushers in a single day of using Uber in Singapore. Never had I had encountered any issue using Uber in other countries!  Our driver, Michelle tampered with the journey details and entered her own home address to bump up the original trip charges.   She candidly told us she was going home and it was her last ride for the day.  Lo and behold, in my Uber receipt the end destination was Yishun instead of where I live, which was entered in the Uber app when I first made a booking.  The driver also tampered with the records - the mileage was changed to reflect a journey of 3.2 kilometres apparently driven in 01:12:17.   This is a serious criminal offence and this con-artist should be permanently banned from commercial driving.","837263863102786_840170956145410","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"49","2017-09-04T11:00:57+0000","Patrick Sun",2.34e+15,"Now I know why people say taking Private Hire Car seems dangerous.... for those don't know  Chinese.. this report say a 26 y.o. UBER driver use ""frotteurism"" as a excuse... touch the female passenger in order to fulfil his sick sex drive... so court rule him no need to go jail... and ask his parents to ensure this parasite to behave...!!!","837263863102786_837688563060316","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"50","2017-09-03T11:28:54+0000","Zurah Fanzaynness",8.13e+14,"#HariRayaWithU Candid picture was taken during Hari Raya Haji with my son, daughter in law and my grandchildren at my house in Tampines. It was a very memorable and happy moment on that very day. Took pictures before gobbling up the yummylicious food that was laid on the table. Look how happy those faces in the picture. It was awesome. Everyone was looking joyous and enjoyed. I am looking forward to take more pictures for the next coming event in September ie. my birthday 😉😊😂","837206996441806_837252919770547","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","2017-09-03T08:26:22+0000","Hafiz Peace",1.64e+15,"#HariRayaWithU these bunch is my secondary school friends . yearly we visit each others house for the past 14 consecutive years. i don't know what raya will be without my awesome bunch. 😎","837206996441806_837207779775061","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"52","2017-09-03T08:35:48+0000","Jill Chua",1.02e+16,"#HariRayaWithU  The spirit of giving and alms to the needy.","837206996441806_837210179774821","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","2017-09-03T08:30:23+0000","Lubi Loki",1.86e+15,"#HariRayaWithU with my beloved mum and better half,no matter where uber always help us to transport my mum and me to and fro,hari raya would be meaningless without them,love them so much","837206996441806_837208579774981","positive",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","2017-09-03T15:58:19+0000","Marcus Tan",1.94e+15,"I love to visit Arab street at night because the night scenery there is so beautiful and the lights are so beautiful lit especially during hari raya puasa and haji.I like to visit Arab street during weekends as I like to eat and take a stroll there.The food at Arab street is so delicious and nice.My muslim friends always go to the mosque at Arab street for Friday prayers there every week.This place is also worth for tourists visiting as visitors or tourists can experience the Malay culture there.As Singapore is a multi-racial society, it is important to maintain religious harmony and so it is essential to instill in poeple that maintaining racial equality is important so that there is peace and friendship among races in Singapore.We are one people,one nation. Please give me a chance to win.Thank you Uber very much for this amazing and wonderful contest.😊😊😊😊❤❤❤❤","837206996441806_837349529760886","positive",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"55","2017-09-06T05:15:48+0000","Parikshit Jhajharia",1.02e+16,"Uber your rides have become pathetic. Driver's are rude, ignorant and disobedient without logic. They put on the AC only after pleading them and put it off in the midst of a ride. When I complained you deducted more money instead of refunding it. So I end up paying twice for a hopeless ride experience. Are you making a mockery of your loyal customers???!!!","837206996441806_838481419647697","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"56","2017-09-03T13:53:08+0000","Aqif Noorazman",1.8e+15,"#HariRayaWithU with my friends, where uber has actually assisting us to move around the neighbourhood to visit my friends house. No matter what, i am grateful with the presence of my friends where they are together through thick and thin especially when it is the last year together with all my friends! I appreciate and love them very much! 💕 ps: amazing thing is that the raya is also the same day as my friends birthday!😂","837206996441806_837301309765708","positive",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","2017-09-04T11:01:09+0000","Patrick Sun",2.34e+15,"Now I know why people say taking Private Hire Car seems dangerous.... for those don't know  Chinese.. this report say a 26 y.o. UBER driver use ""frotteurism"" as a excuse... touch the female passenger in order to fulfil his sick sex drive... so court rule him no need to go jail... and ask his parents to ensure this parasite to behave...!!!","837206996441806_837688603060312","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"58","2017-09-03T08:46:57+0000","Fadhil Yosuf",1.02e+16,"#harirayawithu With my beloved son, once a week manage to meet them. I use uber always just to reach there on time.","837206996441806_837214369774402","positive",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","2017-09-03T12:15:55+0000","Estah Westah",8.27e+14,"Walking down the street the other night when I saw this stunning & beautiful Mosque. It reminds me of how our Muslim Brothers & Sisters celebrating their Hari Raya.. Compassion, remembering families/friends..sharing wealth & blessings to the one who need most are the true beauty of Hari Raya! #HariRayaWithU","837206996441806_837264983102674","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","2017-09-03T15:59:11+0000","Hoàng Liêm",4.69e+14,"","837206996441806_837349856427520","negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","2017-09-07T10:13:44+0000","Patrick Sun",2.34e+15,"","837206996441806_838946369601202","negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","2017-09-03T15:39:43+0000","Monir Hossain",4.38e+14,"so nich good buatifual family","837206996441806_837341716428334","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","2017-09-03T12:47:19+0000","Selim Mahmud",2.92e+14,"Nice   family","837206996441806_837275679768271","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","2017-09-03T15:04:12+0000","Hasibul Hassan Ratan",4.95e+14,"Happy Family","837206996441806_837328179763021","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","2017-09-03T15:10:26+0000","Saidur Rahman",3.66e+14,"Nice looking","837206996441806_837331619762677","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","2017-09-03T15:07:02+0000","MD Ridoy Khan Ridoy",1.65e+14,"All pic nice","837206996441806_837328929762946","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","2017-09-03T22:41:09+0000","Raju Kuncha",1.74e+14,"Nice","837206996441806_837494689746370","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","2017-09-04T06:43:02+0000","Belayet Hossain",4.72e+14,"so so nice......","837206996441806_837618266400679","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","2017-09-03T13:16:27+0000","Sohrab Hossain",1.8e+15,"Good   family","837206996441806_837287673100405","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","2017-09-03T17:18:31+0000","Md Abul Hasan",2.38e+14,"nice","837206996441806_837389143090258","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","2017-09-03T11:47:31+0000","Joynal Hossain",3.03e+14,"good","837206996441806_837257129770126","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","2017-09-03T13:36:10+0000","Aldo Tamuama",1.26e+14,"Hayyyyyyy","837206996441806_837292766433229","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","2017-09-01T17:46:15+0000","Changxing Wen",8.03e+14,"Hi uber, I can't used my phone number to log in , but app show my account been registered, what can I do?","836202023208970_836491849846654","negative",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","2017-09-01T03:50:16+0000","Noor Hayati",1.02e+16,"The beauty of Hari Raya is when you spend this time to visit our relatives whom we seldom meet on normal days due to our hectic schedules. With Uber, it will speed up our journey to each destinations and can have more house visiting. #harirayawithu","836202023208970_836202999875539","positive",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","2017-09-01T09:02:28+0000","Nuraini Bahiyyah",1.02e+16,"Hari Raya is a time when we visit the mosque in the morning to pray in congregation & show our gratitude for the blessings that have been bestowed on us. Also a time for us to reflect on our relationship with God.   Then we rekindle our relationship with our loved ones, be it family, neighbours and friends by getting together to enjoy a meal, forgiving past mistakes & look forward to beginning new chapters with each other. That to me is the beauty of Hari Raya and this picture reflects both the essence of it.  Hopefully Uber will pave the way for us to cherish precious moments like this again. Thanks Uber!  #HariRayaWithU","836202023208970_836310026531503","positive",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"76","2017-09-02T19:11:56+0000","Koh Jun Jie Jason",1.02e+16,"#HariRayaWithU  A time to share and be happy","836202023208970_836976819798157","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","2017-09-01T05:45:01+0000","Amellia Razak",1.02e+16,"My family gathers at grandma's place during Hari Raya every year. She always insists on staying home to cook for us because her way of showing love is estimated by how full our bellies are at the end of the day. This Raya, we are bringing her to our place and cooking for her so she can be queen for a day! Having Uber credits will mean that our family can whizz over to grandma's (or she to us) smoothly and easily, even giving us the chance to bring her on more outings as she loves to go for walks. We hope Uber can give us the gift of special moments with grandma! 👩‍👩‍👧‍👧❤️👴 #HariRayaWithU","836202023208970_836254043203768","positive",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","2017-09-03T13:17:23+0000","Sebastien Suet Li Siang",1.52e+15,"Hari Raya is when the beautiful decorations and lights glitters all over Geylang Serai as scores of people head down to the Night Bazaar stalls to try out creative and delicious foods. Hope to win some Uber Credits to avoid the morning peak hour of MRT when I'm off to school and also to go home fast, safe and sound. Thanks Uber For this giveaway and Selamat Hari Raya, Singapore! #HariRayaWithU","836202023208970_837288039767035","positive",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","2017-09-03T15:57:17+0000","Marcus Tan",1.94e+15,"I love to visit Arab street at night because the night scenery there is so beautiful and the lights are so beautiful lit especially during hari raya puasa and haji.I like to visit Arab street during weekends as I like to eat and take a stroll there.The food at Arab street is so delicious and nice.My muslim friends always go to the mosque at Arab street for Friday prayers there every week.This place is also worth for tourists visiting as visitors or tourists can experience the Malay culture there.As Singapore is a multi-racial society, it is important to maintain religious harmony and so it is essential to instill in poeple that maintaining racial equality is important so that there is peace and friendship among races in Singapore.We are one people,one nation. Please give me a chance to win.Thank you Uber very much for this amazing and wonderful contest.😊😊😊😊❤❤❤❤","836202023208970_837349246427581","positive",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"80","2017-09-03T05:17:58+0000","Foo Qiren",1.02e+16,"The beauty of Hari Raya to me would be to be able to enjoy a simple homecooked lunch by my mum in the comforts of my home and be able to spend good time with her. It's always the simple, yet easily neglected things in life, which counts and are most valuable to us. #HariRayaWithU","836202023208970_837145726447933","positive",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","2017-09-03T07:29:42+0000","Estah Westah",8.27e+14,"Walking down the street the other night when I saw this stunning & beautiful Mosque. It reminds me of how our Muslim Brothers & Sisters celebrating their Hari Raya.. Compassion, remembering families/friends..sharing wealth & blessings to the one who need most are the true beauty of Hari Raya! #HariRayaWithU","836202023208970_837188679776971","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","2017-09-02T06:39:47+0000","Bryan Low",1.02e+16,"Hari Raya, an important day celebrated by everyone of all races including the young, that's the beauty of it!","836202023208970_836714043157768","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","2017-09-03T08:55:43+0000","Trish Thatcher",1.02e+16,"#HariRayaWithU  experiencing different cultures and religion in singapore on Hari Raya makes it unique and beautiful","836202023208970_837218279774011","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
